code_maison;cct;third_party_num;sage_vat_by_default;center_purchase;sign_board;integrable;chargeable;credit_account;debit_account;opening_date;immeuble;adresse;code_postal;ville;email;PAYSX3;Intitulé Compta;IntituleCourt;Type Affaire
;ARI008;ARI0001;001;ACF;GAF;1;1;411800;418800;2019-09-01;ESPACE SAVOYARD ZI BARONNIE;26 RUE EMMANUEL CRETET;73330;LE PONT DE BEAUVOISIN;"administration.ari@grandaudition.com; edwige.gonin@grandaudition.com; lepontdebeauvoisinari@grandaudition.com; gilles.zanichelli@acuitis.com; c.julliard@pyramide-conseils.fr";FR;ARI PONT DE BEAUVOISIN;ARI;Franchise
;ARI009;PERR002;001;ACF;GAF;1;1;411800;418800;2019-09-01;;269 RUE DU CASINO;73100;AIX-LES-BAINS;"comptabilite@acuitis.com; perrier73@orange.fr; edwige.gonin@grandaudition.com; gilles.zanichelli@acuitis.com; c.julliard@pyramide-conseils.fr; pierre.cottaz@grandaudition.com";FR;PERRIER 73 AIX-LES-BAINS;PERRIER 73;Franchise
;ARI010;PERR002;001;ACF;GAF;1;1;411800;418800;2019-09-01;;6 RUE GENERAL FERRIE;73000;CHAMBERY;"comptabilite@acuitis.com; perrier73@orange.fr; edwige.gonin@grandaudition.com; gilles.zanichelli@acuitis.com; c.julliard@pyramide-conseils.fr; pierre.cottaz@grandaudition.com";FR;PERRIER 73 CHAMBERY;PERRIER 73;Franchise
;ARI011;PERR002;001;ACF;GAF;1;1;411800;418800;2019-09-01;;6 AVENUE DE SAVOIE;73800;MONTMELIAN;"comptabilite@acuitis.com; perrier73@orange.fr; edwige.gonin@grandaudition.com; gilles.zanichelli@acuitis; c.julliard@pyramide-conseils.fr.com; pierre.cottaz@grandaudition.com";FR;PERRIER 73 MONTMELIAN;PERRIER 73;Franchise
;ARI012;PERR002;001;ACF;GAF;1;1;411800;418800;2019-09-01;;2 RUE DE LA NEUVE;73110;LA ROCHETTE;"comptabilite@acuitis.com; perrier73@orange.fr; edwige.gonin@grandaudition.com; gilles.zanichelli@acuitis.com; c.julliard@pyramide-conseils.fr; pierre.cottaz@grandaudition.com";FR;PERRIER 73 LA ROCHETTTE;PERRIER 73;Franchise
;ARI013;PERR002;001;ACF;GAF;1;1;411800;418800;2019-09-01;;19 GRANDE RUE;1300;BELLEY;"comptabilite@acuitis.com; perrier73@orange.fr; edwige.gonin@grandaudition.com; gilles.zanichelli@acuitis.com; c.julliard@pyramide-conseils.fr; pierre.cottaz@grandaudition.com";FR;PERRIER 73 BELLEY;PERRIER 73;Franchise
;ARI014;PERR002;001;ACF;GAF;1;1;411800;418800;2019-09-01;;63 RUE SAINTE ANTOINE;73300;SAINT-JEAN-DE-MAURIENNE;"comptabilite@acuitis.com; perrier73@orange.fr; edwige.gonin@grandaudition.com; gilles.zanichelli@acuitis.com; c.julliard@pyramide-conseils.fr; pierre.cottaz@grandaudition.com";FR;PERRIER 73 SAINT-JEAN DE MAURIENNE;PERRIER 73;Franchise
ARI015;ARI015;AUDI009;001;ACF;GAF;1;1;411800;418800;2020-06-08;;61 AVENUE MARÉCHAL DE SAXE;69003;LYON;"comptabilite@acuitis.com; edwige.gonin@grandaudition.com; lyonsaxe@grandaudition.com; gilles.zanichelli@acuitis.com; c.julliard@pyramide-conseils.fr";FR;LTA LYON SAXE;LTA;Franchise
;ARI016;PERR002;001;ACF;GAF;1;1;411800;418800;2021-07-01;;113 QUAI DE L EGLISE;38530;PONTCHARRA;"comptabilite@acuitis.com; perrier73@orange.fr; edwige.gonin@grandaudition.com; gilles.zanichelli@acuitis.com; c.julliard@pyramide-conseils.fr";FR;PERRIER 73 PONTCHARRA;PERRIER 73;Franchise
;BINOCLE;BINO001;001;ACF;ACF;1;1;411000;418000;2022-09-15;;1 RUE CREMIEUX;30000;NIMES;"comptabilite@acuitis.com; laurent.arnal@acuitis.com;";FR;LA BINOCLE LAURENT ARVAL;LA BINOCLE;Franchise
;CAHA;ACZZ999;001;ACF;ACF;1;1;411800;418800;2011-05-28;;55 AVE VICTOR HUGO;75116;PARIS 16;"comptabilite@acuitis.com; nathalie-laure.advielle@acuitis.com";FR;ACUITIS CENTRALE D ACHATS;CENTRALE D AC;Succursale
;CHAT001;CHAT001;001;ACF;ACF;1;1;411800;418800;2017-12-13;ROMAIN MESNARD;49 RUE SAINT DOMINIQUE;75007;PARIS;"comptabilite@acuitis.com; gilles.zanichelli@acuitis.com";FR;CHÂTEAU FORM ESPACE HERITAGE;CHÂTEAU FORM ;Succursale
;CHAT002;CHAT001;001;ACF;ACF;1;1;411800;418800;2015-10-14;ROMAIN MESNARD;49 RUE SAINT DOMINIQUE;75007;PARIS;"comptabilite@acuitis.com; gilles.zanichelli@acuitis.com";FR;CHÂTEAU FORM ESPACE HERITAGE;CHÂTEAU FORM ;Succursale
;CL001;GAUDF;001;ACF;GAF;1;1;411000;418000;2022-11-22;;7 PLACE DES NYMPHES;78180;MONTIGNY LE BRETONNEUX;"tamari.sot@grandaudition.com; isabel.moinot@grandaudition.com; elodie.koskas@grandaudition.com; comptabilite@acuitis.com";FR;DECIBEL AUDITION MONTIGNY;DECIBEL AUDIT;Franchise
;DO0001;DOFR001;001;ACF;DO;1;1;411800;418800;2018-11-08;12 RUE DU FORT DE SAINT CYR;IMMEUBLE OXFORD - HANS ANDERS;78180;MONTIGNY LE BRETONNEUX;"comptabilite@acuitis.com; comptabilite@direct-optic.fr";FR;DO France SIEGE MONTIGNY;DO France SIE;Succursale
;DO0002;OPTI001;001;ACF;DO;1;1;411800;418800;2022-04-15;;246 ROUTE DE VANNES;44700;ORVAULT;"comptabilite@acuitis.com; comptabilite@direct-optic.fr";FR;OPTIQUAL (siège);OPTIQUAL;Succursale
;DO0006;DOFR001;001;ACF;DO;1;1;411800;418800;2022-11-08;;246 ROUTE DE VANNES;44700;ORVAULT;"comptabilite@acuitis.com; comptabilite@direct-optic.fr";FR;DO ORVAULT;DO ORVAULT;Succursale
;DO0009;DOFR001;001;ACF;DO;1;1;411800;418800;2019-08-07;;69 RUE LAFAYETTE;75009;PARIS;"comptabilite@acuitis.com; comptabilite@direct-optic.fr";FR;DO France PARIS CADET;DO France PAR;Succursale
;DO0063;DOFR001;001;ACF;DO;1;1;411800;418800;2021-07-06;CC CARREFOUR;ZI LES 4 PAVILLONS;33310;LORMONT;"comptabilite@acuitis.com; comptabilite@direct-optic.fr";FR;DO France BORDEAUX LORMONT;DO France BOR;Succursale
;DO0064;DOFR001;001;ACF;DO;1;1;411800;418800;2021-08-04;12 RUE DU PORT DE SAINT CYR;IMMEUBLE OXFORD - HANS ANDERS;78180;MONTIGNY LE BRETONNEUX;"comptabilite@acuitis.com; comptabilite@direct-optic.fr";FR;DO France MARSEILLE GRAND LITTORAL;DO France MAR;Succursale
;DO0066;DOFR001;001;ACF;DO;1;1;411800;418800;2021-06-08;CENTRE COMMERCIAL MONDEVILLE 2;ROUTE NATIONALE 13;14124;MONDEVILLE;"comptabilite@acuitis.com; comptabilite@direct-optic.fr";FR;DO France CAEN;DO France CAE;Succursale
;DO0070;DOFR001;001;ACF;DO;1;1;411800;418800;2020-03-05;ZAC DES SABLONS;RUE JEAN MONNET;77410;CLAYE SOUILLY;"comptabilite@acuitis.com; comptabilite@direct-optic.fr";FR;DO France CLAYE SOUILLY;DO France CLA;Succursale
;DO0071;DOFR001;001;ACF;DO;1;1;411800;418800;2021-07-08;;1 PARVIS SAINT MAURICE;59000;LILLE;"comptabilite@acuitis.com; comptabilite@direct-optic.fr";FR;DO France LILLE;DO France LIL;Succursale
;DO0528;DOFR001;001;ACF;DO;1;1;411800;418800;2020-11-09;;217 AVENUE DAUMESNIL;75012;PARIS;"comptabilite@acuitis.com; comptabilite@direct-optic.fr";FR;DO France PARIS DAUMESNIL;DO France PAR;Succursale
;DO0557;DOFR001;001;ACF;DO;1;1;411800;418800;2021-01-01;;6 COURS LAFAYETTE;69003;LYON;"comptabilite@acuitis.com; comptabilite@direct-optic.fr";FR;DO France LYON;DO France LYO;Succursale
;DO0559;DOFR001;001;ACF;DO;1;1;411800;418800;2021-08-06;;2BIS AVENUE ANTOINE BECQUEREL;33600;PESSAC;"comptabilite@acuitis.com; comptabilite@direct-optic.fr";FR;DO France PESSAC;DO France PES;Succursale
;DO0561;DOFR001;001;ACF;DO;1;1;411800;418800;2021-07-08;;CENTRE COMMERCIAL GRAND PLAISIR;78370;PLAISIR;"comptabilite@acuitis.com; comptabilite@direct-optic.fr";FR;DO France PLAISIR;DO France PLA;Succursale
;DO0564;DOFR001;001;ACF;DO;1;1;411800;418800;2020-11-09;CG GRAND LITTORAL;11 AVENUE DE SAINT ANTOINE;13464;MARSEILLE;"comptabilite@acuitis.com; comptabilite@direct-optic.fr";FR;DO France MARSEILLE GRAND LITTORAL;DO France MAR;Succursale
;DO0568;DOFR001;001;ACF;DO;1;1;411800;418800;2020-11-09;;PLACE JACQUES CARTIER;19100;BRIVE-LA-GAILLARDE;"comptabilite@acuitis.com; comptabilite@direct-optic.fr";FR;DO BRIVE LA GAILLARDE;DO France PAR;Succursale
;DO0849;DOFR001;001;ACF;DO;1;1;411800;418800;2020-03-05;;104 RUE DE MARLY;57950;MONTIGNY LES METZ;"comptabilite@acuitis.com; comptabilite@direct-optic.fr";FR;DO France MONTIGNY LES METZ;DO France MON;Succursale
;DO0850;DOFR001;001;ACF;DO;1;1;411800;418800;2022-01-01;;5 A RUE DU 11 NOVEMBRE;5500;SAINT BONNET EN CHAMPSAUR;"comptabilite@acuitis.com; comptabilite@direct-optic.fr";FR;DO France ST BONNET EN CHAMPSAUR (GAP);DO France BOR;Succursale
;ECOTEX;ECOT001;010;ACF;ACF;1;1;411000;418000;2022-11-18;;CALLE VIAL DE LOS CIPRESES 35;3006;ALICANTE;"nathalie.laure@acuitis.com; michel.lecue@acuitis.com; farid.ouazene@acuitis.com";ES;ECOTEX;ECOTEX;Franchise
;EQUAPOLE;EQUA001;001;ACF;ACF;1;1;411000;418000;2021-07-22;;19 RUE EUGNENE DUPUIS;94000;CRETEIL;"comptabilite@acuitis.com; melanie.mariette@equapole.com";FR;EQUAPOLE;EQUAPOLE;Franchise
;EYEI001;EYEI001;031;ACF;ACF;1;1;411000;418000;2015-03-23;;PAUL WHITEMANSINGEL 146;3069;XV ROTTERDAM;"opto.ring.bea@gmail.com; comptabilite@acuitis.com; support.serviceclient@acuitis.com";NL;EYE INTERNATIONAL RETAIL BV;EYE INTERNATI;Franchise
;FB0001;BEAU001;001;ACF;ACF;1;1;411800;418800;2015-04-10;;55 AVENUE VICTOR HUGO;75116;PARIS;"MSEBILOT@beausoleil.fr; comptabilite@acuitis.com";FR;BEAUSOLEIL;BEAUSOLEIL;Succursale
;FONDATION;HERO001;031;ACF;ACF;1;1;411800;418800;2021-07-22;;55 AVENUE VICTOR HUGO;75116;PARIS;"comptabilite@acuitis.com; gilles.zanichelli@acuitis.com";CH;FONDATION HERON;HERON;Succursale
GA000;GA0000;GAUDF;001;ACF;GAF;1;1;411800;418800;2017-01-12;;55 AVENUE VICTOR HUGO;75116;PARIS 16;"tamari.sot@grandaudition.com; isabel.moinot@grandaudition.com; elodie.koskas@grandaudition.com; comptabilite@acuitis.com";FR;GRANDAUDITION CENTRALE;GRANDAUDITION;Succursale
GA001;GA0001;GAUDF;001;ACF;GAF;1;1;411800;418800;2017-01-12;;43 AVE FRANKLIN ROOSEVELT;75008;PARIS;"tamari.sot@grandaudition.com; isabel.moinot@grandaudition.com; elodie.koskas@grandaudition.com; comptabilite@acuitis.com";FR;GRANDAUDITION CHAMPS ELYSEES;GRANDAUDITION;Succursale
GA002;GA0002;GAUDF;001;ACF;GAF;1;1;411800;418800;2017-01-12;;85 RUE LA FONTAINE;75016;PARIS;"tamari.sot@grandaudition.com; isabel.moinot@grandaudition.com; elodie.koskas@grandaudition.com; comptabilite@acuitis.com";FR;GRANDAUDITION AUTEUIL;GRANDAUDITION;Succursale
GA003;GA0003;GAUDF;001;ACF;GAF;1;1;411800;418800;2017-01-12;;14 AVE DE L OPERA;75001;PARIS;"tamari.sot@grandaudition.com; isabel.moinot@grandaudition.com; elodie.koskas@grandaudition.com; comptabilite@acuitis.com";FR;GRANDAUDITION OPERA;GRANDAUDITION;Succursale
GA004;GA0004;GAUDF;001;ACF;GAF;1;1;411800;418800;2017-01-12;;58 RUE DE SEVRES;75007;PARIS;"tamari.sot@grandaudition.com; isabel.moinot@grandaudition.com; elodie.koskas@grandaudition.com; comptabilite@acuitis.com";FR;GRANDAUDITION RUE DE SEVRES;GRANDAUDITION;Succursale
GA005;GA0005;GAUDF;001;ACF;GAF;1;1;411800;418800;2017-01-12;;90 RUE DU COMMERCE;75015;PARIS;"tamari.sot@grandaudition.com; isabel.moinot@grandaudition.com; elodie.koskas@grandaudition.com; comptabilite@acuitis.com";FR;GRANDAUDITION RUE DU COMMERCE;GRANDAUDITION;Succursale
GA006;GA0006;GAUDF;001;ACF;GAF;1;1;411800;418800;2017-01-12;;16 PLACE DE LA NATION;75012;PARIS;"isabel.moinot@grandaudition.com; elodie.koskas@grandaudition.com; comptabilite@acuitis.com; tamari.sot@grandaudition.com";FR;GRANDAUDITION PLACE DE LA NATION;GRANDAUDITION;Succursale
GA007;GA0007;GAUDF;001;ACF;GAF;1;1;411800;418800;2020-12-10;;16 PLACE DE LA REPUBLIQUE;75010;PARIS;"tamari.sot@grandaudition.com; isabel.moinot@grandaudition.com; elodie.koskas@grandaudition.com; comptabilite@acuitis.com";FR;GRANDAUDITION PLACE DE LA REPUBLIQUE;GRANDAUDITION;Succursale
;GA0008;GAUDF;001;ACF;GAF;1;1;411800;418800;2022-10-04;;47 RUE DAMREMONT;75018;PARIS;"montmartre@grandaudition.com; tamari.sot@grandaudition.com; isabel.moinot@grandaudition.com";FR;GRANDAUDITION MONTMARTRE;GRANDAUDITION;Succursale
;GA0100;GAUDF;001;ACF;GAF;1;1;411800;418800;2017-01-30;;47 RUE DAMREMONT;75018;PARIS;"tamari.sot@grandaudition.com; isabel.moinot@grandaudition.com; elodie.koskas@grandaudition.com; comptabilite@acuitis.com";FR;GRANDAUDITION CROISSY;GRANDAUDITION;Succursale
GA101;GA0101;GAUDF;001;ACF;GAF;1;1;411800;418800;2017-01-30;;2 AVE GASTON BOISSIER;92370;CHAVILLE;"tamari.sot@grandaudition.com; isabel.moinot@grandaudition.com; elodie.koskas@grandaudition.com; comptabilite@acuitis.com";FR;GRANDAUDITION CHAVILLE;GRANDAUDITION;Succursale
GA102;GA0102;GAUDF;001;ACF;GAF;1;1;411800;418800;2017-01-30;;13 15 RUE POTTIER;78150;LE CHESNAY;"tamari.sot@grandaudition.com; isabel.moinot@grandaudition.com; elodie.koskas@grandaudition.com; comptabilite@acuitis.com";FR;GRANDAUDITION LE CHESNAY;GRANDAUDITION;Succursale
GA103;GA0103;GAUDF;001;ACF;GAF;1;1;411800;418800;2017-01-30;109 RUE DU GEN DE GAULLE;PASSAGE FLEURI;78120;RAMBOUILLET;"tamari.sot@grandaudition.com; isabel.moinot@grandaudition.com; elodie.koskas@grandaudition.com; comptabilite@acuitis.com";FR;GRANDAUDITION RAMBOUILLET;GRANDAUDITION;Succursale
GA104;GA0104;GAUDF;001;ACF;GAF;1;1;411800;418800;2017-01-30;191 GRANDE RUE ANGLE;RUE DE L ABREUVOIR;92380;GARCHES;"tamari.sot@grandaudition.com; isabel.moinot@grandaudition.com; elodie.koskas@grandaudition.com; comptabilite@acuitis.com";FR;GRANDAUDITION GARCHES;GRANDAUDITION;Succursale
GA105;GA0105;GAUDF;001;ACF;GAF;1;1;411800;418800;2017-01-30;;17 PLACE DES FUSILLES;78500;SARTROUVILLE;"tamari.sot@grandaudition.com; isabel.moinot@grandaudition.com; elodie.koskas@grandaudition.com; comptabilite@acuitis.com";FR;GRANDAUDITION SARTROUVILLE;GRANDAUDITION;Succursale
GA106;GA0106;GAUDF;001;ACF;GAF;1;1;411800;418800;2017-01-30;;5 RUE MARCEAU;78800;HOUILLES;"tamari.sot@grandaudition.com; isabel.moinot@grandaudition.com; elodie.koskas@grandaudition.com; comptabilite@acuitis.com";FR;GRANDAUDITION HOUILLES;GRANDAUDITION;Succursale
GA107;GA0107;GAUDF;001;ACF;GAF;1;1;411800;418800;2019-12-02;;30 RUE CARNOT;78000;VERSAILLES;"tamari.sot@grandaudition.com; isabel.moinot@grandaudition.com; elodie.koskas@grandaudition.com; comptabilite@acuitis.com";FR;GRANDAUDITION VERSAILLES  transféré en GF0002;GRANDAUDITION;Succursale
GA201;GA0201;GAUDF;001;ACF;GAF;1;1;411800;418800;2017-01-30;;48 COURS JEAN BAPTISTE LANGLET;51100;REIMS;"tamari.sot@grandaudition.com; isabel.moinot@grandaudition.com; elodie.koskas@grandaudition.com; comptabilite@acuitis.com";FR;GRANDAUDITION REIMS;GRANDAUDITION;Succursale
GA202;GA0202;GAUDF;001;ACF;GAF;1;1;411800;418800;2017-01-30;;22 PLACE DE LA REPUBLIQUE;8300;RETHEL;"tamari.sot@grandaudition.com; isabel.moinot@grandaudition.com; elodie.koskas@grandaudition.com; comptabilite@acuitis.com";FR;GRANDAUDITION RETHEL;GRANDAUDITION;Succursale
GA203;GA0203;GAUDF;001;ACF;GAF;1;1;411800;418800;2017-01-30;;41 RUE PASTEUR;51000;CHALONS EN CHAMPAGNE;"tamari.sot@grandaudition.com; isabel.moinot@grandaudition.com; elodie.koskas@grandaudition.com; comptabilite@acuitis.com";FR;GRANDAUDITION CHALONS EN CHAMPAGNE;GRANDAUDITION;Succursale
GA204;GA0204;GAUDF;001;ACF;GAF;1;1;411800;418800;2017-01-30;;2 PLACE DE LA RESISTANCE;51170;FISMES;"tamari.sot@grandaudition.com; isabel.moinot@grandaudition.com; elodie.koskas@grandaudition.com; comptabilite@acuitis.com";FR;GRANDAUDITION FISMES;GRANDAUDITION;Succursale
GA205;GA0205;GAUDF;001;ACF;GAF;1;1;411800;418800;2017-01-30;;2 RUE JULES MELINE;51430;BEZANNES;"tamari.sot@grandaudition.com; isabel.moinot@grandaudition.com; elodie.koskas@grandaudition.com; comptabilite@acuitis.com";FR;GRANDAUDITION BEZANNES;GRANDAUDITION;Succursale
GA206;GA0206;GAUDF;001;ACF;GAF;1;1;411800;418800;2018-03-05;;11 RUE PORTE LUCAS;51200;EPERNAY;"tamari.sot@grandaudition.com; isabel.moinot@grandaudition.com; elodie.koskas@grandaudition.com; comptabilite@acuitis.com";FR;GRANDAUDITION EPERNAY;GRANDAUDITION;Succursale
;GA0207;GAUDF;001;ACF;GAF;1;1;411800;418800;2021-10-01;;2 BIS RUE DU THÉÂTRE;8000;CHARLEVILLE-MÉZIÈRES;"isabel.moinot@grandaudition.com; elodie.koskas@grandaudition.com; comptabilite@acuitis.com; tamari.sot@grandaudition.com";FR;GRANDAUDITION CHARLEVILLE;GRANDAUDITION;Succursale
GA301;GA0301;GAUDF;001;ACF;GAF;1;1;411800;418800;2017-08-03;;2 RUE CLAUDE MARTIN;76300;CHAMBERY;"tamari.sot@grandaudition.com; isabel.moinot@grandaudition.com; elodie.koskas@grandaudition.com; comptabilite@acuitis.com";FR;GRANDAUDITION CHAMBERY;GRANDAUDITION;Succursale
GA302;GA0302;GAUDF;001;ACF;GAF;1;1;411800;418800;2017-08-03;;51 ROUTE DU PARC DE LA VANOISE;73300;SAINT JEAN DE MAURIENNE;"tamari.sot@grandaudition.com; isabel.moinot@grandaudition.com; elodie.koskas@grandaudition.com; comptabilite@acuitis.com";FR;GRANDAUDITION ST JEAN DE MAURIENNE;GRANDAUDITION;Succursale
GA303;GA0303;GAUDF;001;ACF;GAF;1;1;411800;418800;2017-08-03;;177 AVE DES MASSETTES;73190;CHALLES LES EAUX;"tamari.sot@grandaudition.com; isabel.moinot@grandaudition.com; elodie.koskas@grandaudition.com; comptabilite@acuitis.com";FR;GRANDAUDITION CHALLES LES EAUX;GRANDAUDITION;Succursale
GA304;GA0304;GAUDF;001;ACF;GAF;1;1;411800;418800;2017-08-03;;1 PLACE DU 18 JUIN 1940;74940;ANNECY LE VIEUX;"tamari.sot@grandaudition.com; isabel.moinot@grandaudition.com; elodie.koskas@grandaudition.com; comptabilite@acuitis.com";FR;GRANDAUDITION ANNECY LE VIEUX;GRANDAUDITION;Succursale
GA305;GA0305;GAUDF;001;ACF;GAF;1;1;411800;418800;2017-08-03;;32 AVE THEODORE REINACH;73290;LA MOTTE SERVOLEX;"tamari.sot@grandaudition.com; isabel.moinot@grandaudition.com; elodie.koskas@grandaudition.com; comptabilite@acuitis.com";FR;GRANDAUDITION LA MOTTE SERVOLEX;GRANDAUDITION;Succursale
GA306;GA0306;GAUDF;001;ACF;GAF;1;1;411800;418800;2017-08-03;;6 PLACE CAROUGE;73330;PONT DE BEAUVOISIN;"tamari.sot@grandaudition.com; isabel.moinot@grandaudition.com; elodie.koskas@grandaudition.com; comptabilite@acuitis.com";FR;GRANDAUDITION PONT DE BEAUVOISIN;GRANDAUDITION;Succursale
GA307;GA0307;GAUDF;001;ACF;GAF;1;1;411800;418800;2017-08-03;;PLACE DE L HOTEL DE VILLE;73400;UGINE;"tamari.sot@grandaudition.com; isabel.moinot@grandaudition.com; elodie.koskas@grandaudition.com; comptabilite@acuitis.com";FR;GRANDAUDITION UGINE;GRANDAUDITION;Succursale
GA308;GA0308;GAUDF;001;ACF;GAF;1;1;411800;418800;2019-05-02;;8 RUE D ETREMBIERES;74100;ANNEMASSE;"tamari.sot@grandaudition.com; isabel.moinot@grandaudition.com; elodie.koskas@grandaudition.com; comptabilite@acuitis.com";FR;GRANDAUDITION ANNEMASSE;GRANDAUDITION;Succursale
;GA0309;GAUDF;001;ACF;GAF;1;1;411800;418800;2022-02-01;;2 RUE DOCTEUR BALLY;38000;GRENOBLE;"tamari.sot@grandaudition.com; isabel.moinot@grandaudition.com; elodie.koskas@grandaudition.com; comptabilite@acuitis.com";FR;GRANDAUDITION GRENOBLE;GRANDAUDITION;Succursale
;GA0310;GAUDF;001;ACF;GAF;1;1;411800;418800;2022-02-01;;7 RUE DE LA CONCORDE;73500;FOURNEAUX;"tamari.sot@grandaudition.com; isabel.moinot@grandaudition.com; elodie.koskas@grandaudition.com; comptabilite@acuitis.com";FR;GRANDAUDITION MODANE;GRANDAUDITION;Succursale
GF001;GF0001;GAUDF;001;ACF;GAF;1;1;411000;418000;2017-01-12;;41 AVE JEAN BAPTISTE CLEMENT;92100;BOULOGNE BILLANCOURT;"tamari.sot@grandaudition.com; isabel.moinot@grandaudition.com; elodie.koskas@grandaudition.com; comptabilite@acuitis.com";FR;GRANDAUDITION BOULOGNE;GRANDAUDITION;Franchise
;GF0002;GAOP;001;ACF;GAF;1;1;411000;418000;2019-11-01;;30 RUE CARNOT;78000;VERSAILLES;"versailles@grandaudition.com; pierre.fleuriot@grandaudition.com; kateline.barlier@bdo.fr; comptabilite@acuitis.com";FR;GRANDAUDITION VERSAILLES FRANCHISE;GRANDAUDITION;Franchise
GF003;GF0003;GF0003;001;ACF;GAF;1;1;411000;418000;2019-12-30;;107 AVENUE PAUL DOUMER;92500;RUEIL-MALMAISON;"rueil@grandaudition.com; olivier.akerib@gmail.com; comptabilite@acuitis.com";FR;GRANDAUDITION RUEIL MALMAISON;GRANDAUDITION;Franchise
GF004;GF0004;GF0004;001;ACF;GAF;1;1;411000;418000;2019-12-30;;82 AVENUE CHARLES DE GAULLE;92200;NEUILLY-SUR-SEINE;"neuilly@grandaudition.com; victor.lancry@grandaudition.com; olivier.akerib@gmail.com; comptabilite@acuitis.com";FR;GRANDAUDITION NEUILLY SUR SEINE;GRANDAUDITION;Franchise
GF005;GF0005;GF0005;001;ACF;GAF;1;1;411000;418000;2019-11-04;;12 AVENUE SECRETAN;75019;PARIS;"avenuesecretan@grandaudition.com; jeremy.jorno@grandaudition.com";FR;GRANDAUDITION JAURES;GRANDAUDITION;Franchise
GF006;GF0006;GAOP;001;ACF;GAF;1;1;411000;418000;2020-01-01;;4 RUE COYPEL;75013;PARIS;"placeditalie@grandaudition.com; pierre.fleuriot@grandaudition.com; comptabilite@acuitis.com; kateline.barlier@bdo.fr";FR;GRANDAUDITION COYPEL FRANCHISE;GRANDAUDITION;Franchise
GF007;GF0007;AUDP001;001;ACF;GAF;1;1;411000;418000;2020-09-24;;523 RUE PARADIS;13008;MARSEILLE;"marseilleparadis@grandaudition.com; lyor.sayada@grandaudition.com; thomas.pencroffi@grandaudition.com; comptabilite@acuitis.com";FR;GRANDAUDITION MARSEILLE PARADIS;GRANDAUDITION;Franchise
GF008;GF0008;GAOP;001;ACF;GAF;1;1;411000;418000;2020-09-24;;110 GRANDE RUE;92310;SEVRES;"sevres@grandaudition.com; pierre.fleuriot@grandaudition.com; kateline.barlier@bdo.fr; comptabilite@acuitis.com";FR;GRANDAUDITION SEVRES;GRANDAUDITION;Franchise
;GF0009;AUDP001;001;ACF;GAF;1;1;411000;418000;2021-10-01;;8 COURS MARECHAL FOCH;13400;AUBAGNE;"lyor.sayada@grandaudition.com ; thomas.pencroffi@grandaudition.com";FR;GRANDAUDITION AUBAGNE;GRANDAUDITION;Franchise
;GF0010;ABEO001;001;ACF;GAF;1;1;411000;418000;2022-01-01;;4 PLACE GABRIEL PERI;92000;NANTERRE;nanterre@grandaudition.com;FR;GRANDAUDITION NANTERRE;GRANDAUDITION;Franchise
;GF0011;AUDP001;001;ACF;GAF;1;1;411000;418000;2022-01-01;;149 AVENUE VICTOR HUGO;13006;LA CIOTAT;"lyor.sayada@grandaudition.com; thomas.pencroffi@grandaudition.com";FR;GRANDAUDITION LA CIOTAT;GRANDAUDITION;Franchise
;GF0012;GALZ001;001;ACF;GAF;1;1;411000;418000;2022-07-01;;23 BD EMMANUEL SVOB;56100;LORIENT;"emmanuel.fleuriot@grandaudition.com; lorient@grandaudition.com; pierre.fleuriot@grandaudition.com";FR;GRANDAUDITION LORIENT;GRANDAUDITION;Franchise
;GF0013;ELAU001;001;ACF;GAF;1;1;411000;418000;2022-11-22;;91 AVENUE DU GENERAL LECLERC;75014;PARIS;"marc.villeneuve@grandaudition.com; alesia@grandaudition.com";FR;GRANDAUDITION PARIS ALESIA;GRANDAUDITION;Franchise
;GF0014;GARC001;001;ACF;GAF;1;1;411000;418000;2022-07-01;;29 RUE DU MARECHAL DE LATTRE DE TASSIGNY;33120;ARCACHON;"marc.villeneuve@grandaudition.com; arcachon@grandaudition.com";FR;GRANDAUDITION ARCACHON;GRANDAUDITION;Franchise
;GF0015;VESI001;001;ACF;GAF;1;1;411000;418000;2022-07-01;;54 RUE ERNEST ANDRE;78110;LE VESINET;levesinet@grandaudition.com;FR;GRANDAUDITION LE VESINET;GRANDAUDITION;Franchise
;GF0016;GAMZ001;001;ACF;GAF;1;1;411000;418000;2022-07-01;;50 BIS BLD VAUBAN;78180;MONTIGNY LE BRETONNEUX;"pierre.fleuriot@grandaudition.com; lambert.peron@grandaudition.com; montigny@grandaudition.com";FR;GRANDAUDITION MONTIGNY LE BRETONNEUX;GRANDAUDITION;Franchise
;GF0017;GRAN007;001;ACF;GAF;1;1;411000;418000;2022-08-08;;1859 ROUTE DE NICE;6790;ASPREMONT;"nice@grandaudition.com; comptabilite@acuitis.com";FR;GRANDAUDITION NICE;GRANDAUDITION;Franchise
;GF0018;MART001;001;ACF;GAF;1;1;411000;418000;2022-09-22;;2 RUE DOCTEUR BALLY;38000;GRENOBLE;"grenoble@grandaudition.com; comptabilite@acuitis.com";FR;GRANDAUDITION GRENOBLE;GRANDAUDITION;Franchise
;GF0701;GF0701;010;ACF;GAF;1;1;411000;418000;2021-10-01;C/XATIVA,21-2-2;CP46002 – Valencia;46002;VALENCIA;"comptabilite@acuitis.com; valenciaruzafa@grandaudition.com";ES;GRANDAUDITION VALENCIA;GRANDAUDITION;Franchise
