Code Adhérent;Code du destinataire;Description destinataire;Nature;Numéro de document;Date d'enregistrement;Référence du document de base;Numéro d'article;Description article/service;Quantité;Remise (%) par ligne;Définition de la TVA;prix Brut;prix Net;prix TTC;N° Série
514;ACUITIS LA ROCHE-SUR-YON;2 PLACE NAPOLEONS  85000 LA ROCHE-SUR-YON FRANCE;FA;22121335;31.12.2022;22121329;3247;CANULE JAUNE 4.2 mm;100;18;C4;66;54,12;64,9;
514;ACUITIS LA ROCHE-SUR-YON;2 PLACE NAPOLEONS  85000 LA ROCHE-SUR-YON FRANCE;FA;22121335;31.12.2022;22121329;PLUG4;PLUG SLEEP - SOMMEIL;15;18;C4;105,75;86,715;104,055;
514;ACUITIS LA ROCHE-SUR-YON;2 PLACE NAPOLEONS  85000 LA ROCHE-SUR-YON FRANCE;FA;22121335;31.12.2022;22121329;SC2022;Surcharge Conjoncturelle +3%;1;0;C4;13,68;13,678;16,414;
518;ACUITIS TOULOUSE;CENTRE COMMERCIAL ESPACE GRAMONT 2 CHEMIN DE GABARDIE 31200 TOULOUSE FRANCE;FA;22121336;31.12.2022;22120698;EMBME1.;EMBOUT MELANGEUR DS50 - VERT;100;18;C4;66;54,12;64,9;
518;ACUITIS TOULOUSE;CENTRE COMMERCIAL ESPACE GRAMONT 2 CHEMIN DE GABARDIE 31200 TOULOUSE FRANCE;FA;22121336;31.12.2022;22120698;PO511;FRAIS D'EMBALLAGE;1;0;C4;2,7;2,7;3,24;
518;ACUITIS TOULOUSE;CENTRE COMMERCIAL ESPACE GRAMONT 2 CHEMIN DE GABARDIE 31200 TOULOUSE FRANCE;FA;22121336;31.12.2022;22120698;EARB;EMBOUT 3B SMALL x50;2;10;C4;64;57,6;69,12;
518;ACUITIS TOULOUSE;CENTRE COMMERCIAL ESPACE GRAMONT 2 CHEMIN DE GABARDIE 31200 TOULOUSE FRANCE;FA;22121336;31.12.2022;22120698;PEOLR;LAME RASOIR 1 COTE;10;18;C4;11,5;9,43;11,32;
518;ACUITIS TOULOUSE;CENTRE COMMERCIAL ESPACE GRAMONT 2 CHEMIN DE GABARDIE 31200 TOULOUSE FRANCE;FA;22121336;31.12.2022;22120698;PLUGS;"PROPLUG'S LA PAIRE ""S""";2;18;C4;34;27,88;33,456;
518;ACUITIS TOULOUSE;CENTRE COMMERCIAL ESPACE GRAMONT 2 CHEMIN DE GABARDIE 31200 TOULOUSE FRANCE;FA;22121336;31.12.2022;22120698;PROCYL2;50 PROTEGES TYMPAN CYL. M;2;18;C4;16,1;13,202;15,842;
518;ACUITIS TOULOUSE;CENTRE COMMERCIAL ESPACE GRAMONT 2 CHEMIN DE GABARDIE 31200 TOULOUSE FRANCE;FA;22121336;31.12.2022;22120698;TUBCOUD;TUBE COUDE;40;18;C4;34;27,88;33,44;
518;ACUITIS TOULOUSE;CENTRE COMMERCIAL ESPACE GRAMONT 2 CHEMIN DE GABARDIE 31200 TOULOUSE FRANCE;FA;22121336;31.12.2022;22120698;SC2022;Surcharge Conjoncturelle +3%;1;0;C4;6,28;6,279;7,535;
518;ACUITIS TOULOUSE;CENTRE COMMERCIAL ESPACE GRAMONT 2 CHEMIN DE GABARDIE 31200 TOULOUSE FRANCE;FA;22121336;31.12.2022;22120698;PO17;PORT -  CIBLEX (1 KG);1;0;C4;16,5;16,5;19,8;
519;ACUITIS TERRASSE DU PORT;"CC ""TERRASSE DU PORT"" 9 QUAI DU LAZARET 13002 MARSEILLE FRANCE";FA;22121337;31.12.2022;22120347;DEEE;ECO PARTICIPATION;7;0;C4;0,56;0,56;0,672;
519;ACUITIS TERRASSE DU PORT;"CC ""TERRASSE DU PORT"" 9 QUAI DU LAZARET 13002 MARSEILLE FRANCE";FA;22121337;31.12.2022;22120347;PO172;PORT -  CIBLEX (8 KG) FRANCO;1;100;C4;29;0;0;
519;ACUITIS TERRASSE DU PORT;"CC ""TERRASSE DU PORT"" 9 QUAI DU LAZARET 13002 MARSEILLE FRANCE";FA;22121337;31.12.2022;22120347;PO511;FRAIS D'EMBALLAGE;1;0;C4;2,7;2,7;3,24;
519;ACUITIS TERRASSE DU PORT;"CC ""TERRASSE DU PORT"" 9 QUAI DU LAZARET 13002 MARSEILLE FRANCE";FA;22121337;31.12.2022;22120347;CL8700;CL8700;2;18;C4;184;150,88;181,056;
519;ACUITIS TERRASSE DU PORT;"CC ""TERRASSE DU PORT"" 9 QUAI DU LAZARET 13002 MARSEILLE FRANCE";FA;22121337;31.12.2022;22120347;CLSER;TELEPHONE SERENITIES;1;18;C4;99;81,18;97,416;
519;ACUITIS TERRASSE DU PORT;"CC ""TERRASSE DU PORT"" 9 QUAI DU LAZARET 13002 MARSEILLE FRANCE";FA;22121337;31.12.2022;22120347;CRYDE;POINTE ACRYLIQUE 3000;1;18;C4;14;11,48;13,776;
519;ACUITIS TERRASSE DU PORT;"CC ""TERRASSE DU PORT"" 9 QUAI DU LAZARET 13002 MARSEILLE FRANCE";FA;22121337;31.12.2022;22120347;LH10;AMPLIFICATEUR LH10;1;18;C4;58;47,56;57,072;
519;ACUITIS TERRASSE DU PORT;"CC ""TERRASSE DU PORT"" 9 QUAI DU LAZARET 13002 MARSEILLE FRANCE";FA;22121337;31.12.2022;22120347;PLUG1;PLUG PRO - BRICOLAGE;5;18;C4;45,75;37,515;45,02;
519;ACUITIS TERRASSE DU PORT;"CC ""TERRASSE DU PORT"" 9 QUAI DU LAZARET 13002 MARSEILLE FRANCE";FA;22121337;31.12.2022;22120347;PLUG2;PLUG MUSIC - MUSIQUE;5;18;C4;35,25;28,905;34,685;
519;ACUITIS TERRASSE DU PORT;"CC ""TERRASSE DU PORT"" 9 QUAI DU LAZARET 13002 MARSEILLE FRANCE";FA;22121337;31.12.2022;22120347;PLUG3;PLUG ROAD - ROUTE - MOTO;5;18;C4;35,25;28,905;34,685;
519;ACUITIS TERRASSE DU PORT;"CC ""TERRASSE DU PORT"" 9 QUAI DU LAZARET 13002 MARSEILLE FRANCE";FA;22121337;31.12.2022;22120347;PLUG8;PLUG TRAVEL - VOYAGE;5;18;C4;35,25;28,905;34,685;
519;ACUITIS TERRASSE DU PORT;"CC ""TERRASSE DU PORT"" 9 QUAI DU LAZARET 13002 MARSEILLE FRANCE";FA;22121337;31.12.2022;22120347;PROTYM;100 PROTEGES TYMPAN CONIQUE;1;18;C4;24;19,68;23,616;
519;ACUITIS TERRASSE DU PORT;"CC ""TERRASSE DU PORT"" 9 QUAI DU LAZARET 13002 MARSEILLE FRANCE";FA;22121337;31.12.2022;22120347;TUDOU;TUBE DOUBLE COUDE;20;18;C4;19;15,58;18,7;
519;ACUITIS TERRASSE DU PORT;"CC ""TERRASSE DU PORT"" 9 QUAI DU LAZARET 13002 MARSEILLE FRANCE";FA;22121337;31.12.2022;22120347;VBC4;TELECOMMANDE DETECTION CHUTE;1;18;C4;99;81,18;97,416;
519;ACUITIS TERRASSE DU PORT;"CC ""TERRASSE DU PORT"" 9 QUAI DU LAZARET 13002 MARSEILLE FRANCE";FA;22121337;31.12.2022;22120347;2956;OTOFORM A/SOFT X - S50 x8;3;18;C4;174;142,68;171,216;
519;ACUITIS TERRASSE DU PORT;"CC ""TERRASSE DU PORT"" 9 QUAI DU LAZARET 13002 MARSEILLE FRANCE";FA;22121337;31.12.2022;22120347;PLUG4;PLUG SLEEP - SOMMEIL;5;18;C4;35,25;28,905;34,685;
519;ACUITIS TERRASSE DU PORT;"CC ""TERRASSE DU PORT"" 9 QUAI DU LAZARET 13002 MARSEILLE FRANCE";FA;22121337;31.12.2022;22120347;PLUG10;PLUG QUIET - LECTURE;5;18;C4;35,25;28,905;34,685;
519;ACUITIS TERRASSE DU PORT;"CC ""TERRASSE DU PORT"" 9 QUAI DU LAZARET 13002 MARSEILLE FRANCE";FA;22121337;31.12.2022;22120347;SC2022;Surcharge Conjoncturelle +3%;1;0;C4;26,59;26,592;31,91;
519;ACUITIS TERRASSE DU PORT;"CC ""TERRASSE DU PORT"" 9 QUAI DU LAZARET 13002 MARSEILLE FRANCE";FA;22121337;31.12.2022;22120347;CL7370OPT;CASQUE TV CL7370 OPTIQUE;2;18;C4;184;150,88;181,056;
520;MAISON ACUITIS STRASBOURG;44 RUE DES GRANDES ARCADES  67000 STRASBOURG FRANCE;FA;22121338;31.12.2022;22120906;B;COULEUR;2;18;C3;8;6,56;6,92;
520;MAISON ACUITIS STRASBOURG;44 RUE DES GRANDES ARCADES  67000 STRASBOURG FRANCE;FA;22121338;31.12.2022;22120906;PORT1;PORT + EMBALLAGE-ETRANG;1;0;C4;14,4;14,4;17,28;
520;MAISON ACUITIS STRASBOURG;44 RUE DES GRANDES ARCADES  67000 STRASBOURG FRANCE;FA;22121338;31.12.2022;22120906;DMW;FILTRE DM BLANC;2;18;C4;82,2;67,404;80,884;
520;MAISON ACUITIS STRASBOURG;44 RUE DES GRANDES ARCADES  67000 STRASBOURG FRANCE;FA;22121338;31.12.2022;22120906;VERS;ASSURANCE;1;0;C4;1;1;1,2;
520;MAISON ACUITIS STRASBOURG;44 RUE DES GRANDES ARCADES  67000 STRASBOURG FRANCE;FA;22121338;31.12.2022;22120906;SC2022;Surcharge Conjoncturelle +3%;1;0;C4;2,91;2,906;3,487;
520;MAISON ACUITIS STRASBOURG;44 RUE DES GRANDES ARCADES  67000 STRASBOURG FRANCE;FA;22121338;31.12.2022;22120906;OE;CORDON;1;18;C4;5,15;4,223;5,068;
520;MAISON ACUITIS STRASBOURG;44 RUE DES GRANDES ARCADES  67000 STRASBOURG FRANCE;FA;22121338;31.12.2022;22120906;SNR2;GRAVURE LOGO;2;18;C3;4;3,28;3,46;
521;ACUITIS ST MAXIMIN;CENTRE COMMERCIAL ST MAX AVENUE 201 RUE DES GIRONDINS 60720 SAINT-MAXIMIN FRANCE;FA;22121339;31.12.2022;22121046;FOTO42;FOTOTEC LIFESTYLE ACTIVE;2;18;C3;61,8;50,676;53,464;
521;ACUITIS ST MAXIMIN;CENTRE COMMERCIAL ST MAX AVENUE 201 RUE DES GIRONDINS 60720 SAINT-MAXIMIN FRANCE;FA;22121339;31.12.2022;22121046;FOTO42;FOTOTEC LIFESTYLE ACTIVE;2;18;C3;61,8;50,676;53,464;
521;ACUITIS ST MAXIMIN;CENTRE COMMERCIAL ST MAX AVENUE 201 RUE DES GIRONDINS 60720 SAINT-MAXIMIN FRANCE;FA;22121339;31.12.2022;22121046;PORT1;PORT + EMBALLAGE-ETRANG;1;0;C4;14,4;14,4;17,28;
521;ACUITIS ST MAXIMIN;CENTRE COMMERCIAL ST MAX AVENUE 201 RUE DES GIRONDINS 60720 SAINT-MAXIMIN FRANCE;FA;22121339;31.12.2022;22121046;SCAN;SCAN EMPREINTE (S);1;18;C4;2;1,64;1,968;
521;ACUITIS ST MAXIMIN;CENTRE COMMERCIAL ST MAX AVENUE 201 RUE DES GIRONDINS 60720 SAINT-MAXIMIN FRANCE;FA;22121339;31.12.2022;22121046;SCAN;SCAN EMPREINTE (S);1;18;C4;2;1,64;1,968;
521;ACUITIS ST MAXIMIN;CENTRE COMMERCIAL ST MAX AVENUE 201 RUE DES GIRONDINS 60720 SAINT-MAXIMIN FRANCE;FA;22121339;31.12.2022;22121046;VERS;ASSURANCE;1;0;C4;1;1;1,2;
521;ACUITIS ST MAXIMIN;CENTRE COMMERCIAL ST MAX AVENUE 201 RUE DES GIRONDINS 60720 SAINT-MAXIMIN FRANCE;FA;22121339;31.12.2022;22121046;SC2022;Surcharge Conjoncturelle +3%;1;0;C4;3,8;3,798;4,558;
521;ACUITIS ST MAXIMIN;CENTRE COMMERCIAL ST MAX AVENUE 201 RUE DES GIRONDINS 60720 SAINT-MAXIMIN FRANCE;FA;22121339;31.12.2022;22121046;SNR2;GRAVURE LOGO;2;18;C3;4;3,28;3,46;
521;ACUITIS ST MAXIMIN;CENTRE COMMERCIAL ST MAX AVENUE 201 RUE DES GIRONDINS 60720 SAINT-MAXIMIN FRANCE;FA;22121339;31.12.2022;22121046;SNR2;GRAVURE LOGO;2;18;C3;4;3,28;3,46;
521;ACUITIS ST MAXIMIN;CENTRE COMMERCIAL ST MAX AVENUE 201 RUE DES GIRONDINS 60720 SAINT-MAXIMIN FRANCE;FA;22121339;31.12.2022;22121108;PORT1;PORT + EMBALLAGE-ETRANG;1;0;C4;14,4;14,4;17,28;
521;ACUITIS ST MAXIMIN;CENTRE COMMERCIAL ST MAX AVENUE 201 RUE DES GIRONDINS 60720 SAINT-MAXIMIN FRANCE;FA;22121339;31.12.2022;22121108;SNR;GRAVURE D/G;2;18;C3;4;3,28;3,46;
521;ACUITIS ST MAXIMIN;CENTRE COMMERCIAL ST MAX AVENUE 201 RUE DES GIRONDINS 60720 SAINT-MAXIMIN FRANCE;FA;22121339;31.12.2022;22121108;VARIO42;VARIOTHERM RIC LIFESTYLE ACTIVE;1;18;C3;42,1;34,522;36,421;
521;ACUITIS ST MAXIMIN;CENTRE COMMERCIAL ST MAX AVENUE 201 RUE DES GIRONDINS 60720 SAINT-MAXIMIN FRANCE;FA;22121339;31.12.2022;22121108;ZB;PERCAGE SUPP;2;18;C3;6;4,92;5,19;
521;ACUITIS ST MAXIMIN;CENTRE COMMERCIAL ST MAX AVENUE 201 RUE DES GIRONDINS 60720 SAINT-MAXIMIN FRANCE;FA;22121339;31.12.2022;22121108;SCAN;SCAN EMPREINTE (S);1;18;C4;2;1,64;1,968;
521;ACUITIS ST MAXIMIN;CENTRE COMMERCIAL ST MAX AVENUE 201 RUE DES GIRONDINS 60720 SAINT-MAXIMIN FRANCE;FA;22121339;31.12.2022;22121108;VERS;ASSURANCE;1;0;C4;1;1;1,2;
521;ACUITIS ST MAXIMIN;CENTRE COMMERCIAL ST MAX AVENUE 201 RUE DES GIRONDINS 60720 SAINT-MAXIMIN FRANCE;FA;22121339;31.12.2022;22121108;SC2022;Surcharge Conjoncturelle +3%;1;0;C4;2,9;2,897;3,476;
521;ACUITIS ST MAXIMIN;CENTRE COMMERCIAL ST MAX AVENUE 201 RUE DES GIRONDINS 60720 SAINT-MAXIMIN FRANCE;FA;22121339;31.12.2022;22121108;VARIO46;VARIOTHERM LIFESTYLE FUTURE;1;18;C3;40,9;33,538;35,383;
521;ACUITIS ST MAXIMIN;CENTRE COMMERCIAL ST MAX AVENUE 201 RUE DES GIRONDINS 60720 SAINT-MAXIMIN FRANCE;FA;22121339;31.12.2022;22121108;SNR2;GRAVURE LOGO;2;18;C3;4;3,28;3,46;
521;ACUITIS ST MAXIMIN;CENTRE COMMERCIAL ST MAX AVENUE 201 RUE DES GIRONDINS 60720 SAINT-MAXIMIN FRANCE;FA;22121339;31.12.2022;22121312;FOTO48;FOTOTEC STYLE ACTIVE;1;18;C3;42,1;34,522;36,421;
521;ACUITIS ST MAXIMIN;CENTRE COMMERCIAL ST MAX AVENUE 201 RUE DES GIRONDINS 60720 SAINT-MAXIMIN FRANCE;FA;22121339;31.12.2022;22121312;PORT1;PORT + EMBALLAGE-ETRANG;1;0;C4;14,4;14,4;17,28;
521;ACUITIS ST MAXIMIN;CENTRE COMMERCIAL ST MAX AVENUE 201 RUE DES GIRONDINS 60720 SAINT-MAXIMIN FRANCE;FA;22121339;31.12.2022;22121312;SCAN;SCAN EMPREINTE (S);1;18;C4;2;1,64;1,968;
521;ACUITIS ST MAXIMIN;CENTRE COMMERCIAL ST MAX AVENUE 201 RUE DES GIRONDINS 60720 SAINT-MAXIMIN FRANCE;FA;22121339;31.12.2022;22121312;VERS;ASSURANCE;1;0;C4;1;1;1,2;
521;ACUITIS ST MAXIMIN;CENTRE COMMERCIAL ST MAX AVENUE 201 RUE DES GIRONDINS 60720 SAINT-MAXIMIN FRANCE;FA;22121339;31.12.2022;22121312;SC2022;Surcharge Conjoncturelle +3%;1;0;C4;1,6;1,596;1,915;
521;ACUITIS ST MAXIMIN;CENTRE COMMERCIAL ST MAX AVENUE 201 RUE DES GIRONDINS 60720 SAINT-MAXIMIN FRANCE;FA;22121339;31.12.2022;22121312;SNR2;GRAVURE LOGO;1;18;C3;2;1,64;1,73;
521;ACUITIS ST MAXIMIN;CENTRE COMMERCIAL ST MAX AVENUE 201 RUE DES GIRONDINS 60720 SAINT-MAXIMIN FRANCE;FA;22121339;31.12.2022;22121338;PO171;PORT -  CIBLEX (2KG);1;0;C4;18,5;18,5;22,2;
521;ACUITIS ST MAXIMIN;CENTRE COMMERCIAL ST MAX AVENUE 201 RUE DES GIRONDINS 60720 SAINT-MAXIMIN FRANCE;FA;22121339;31.12.2022;22121338;PO5;FRAIS D'EMBALLAGE;1;0;C4;2,6;2,6;3,12;
521;ACUITIS ST MAXIMIN;CENTRE COMMERCIAL ST MAX AVENUE 201 RUE DES GIRONDINS 60720 SAINT-MAXIMIN FRANCE;FA;22121339;31.12.2022;22121338;SC2022;Surcharge Conjoncturelle +3%;1;0;C4;10,29;10,293;12,352;
521;ACUITIS ST MAXIMIN;CENTRE COMMERCIAL ST MAX AVENUE 201 RUE DES GIRONDINS 60720 SAINT-MAXIMIN FRANCE;FA;22121339;31.12.2022;22121338;15151;PISTOLET ELECTRIQUE sans cordon électrique;1;0;C4;322;322;386,4;
521;ACUITIS ST MAXIMIN;CENTRE COMMERCIAL ST MAX AVENUE 201 RUE DES GIRONDINS 60720 SAINT-MAXIMIN FRANCE;FA;22121339;31.12.2022;22121638;HYDRA4ACUI;"HYDRASON 10 x4 ""ACUITIS""";24;0;C4;51,6;51,6;61,92;
521;ACUITIS ST MAXIMIN;CENTRE COMMERCIAL ST MAX AVENUE 201 RUE DES GIRONDINS 60720 SAINT-MAXIMIN FRANCE;FA;22121339;31.12.2022;22121638;PO171;PORT -  CIBLEX (2 KG);1;0;C4;18,5;18,5;22,2;
521;ACUITIS ST MAXIMIN;CENTRE COMMERCIAL ST MAX AVENUE 201 RUE DES GIRONDINS 60720 SAINT-MAXIMIN FRANCE;FA;22121339;31.12.2022;22121638;PO511;FRAIS D'EMBALLAGE;1;0;C4;2,7;2,7;3,24;
521;ACUITIS ST MAXIMIN;CENTRE COMMERCIAL ST MAX AVENUE 201 RUE DES GIRONDINS 60720 SAINT-MAXIMIN FRANCE;FA;22121339;31.12.2022;22121638;ATBLAIXL;ATTACHE MASQUE BLANC L;20;18;C4;8,4;6,888;8,26;
521;ACUITIS ST MAXIMIN;CENTRE COMMERCIAL ST MAX AVENUE 201 RUE DES GIRONDINS 60720 SAINT-MAXIMIN FRANCE;FA;22121339;31.12.2022;22121638;SC2022;Surcharge Conjoncturelle +3%;1;0;C4;2,39;2,391;2,869;
530;ACUITIS MONTBELIARD;28 RUE DES FEBVRES  25200 MONTBELIARD FRANCE;FA;22121340;31.12.2022;22121380;GAZ650.;GAZ'NET 650ml;3;18;C4;19,95;16,359;19,632;
530;ACUITIS MONTBELIARD;28 RUE DES FEBVRES  25200 MONTBELIARD FRANCE;FA;22121340;31.12.2022;22121380;PO171;PORT -  CIBLEX (5 KG);1;0;C4;18,5;18,5;22,2;
530;ACUITIS MONTBELIARD;28 RUE DES FEBVRES  25200 MONTBELIARD FRANCE;FA;22121340;31.12.2022;22121380;PO511;FRAIS D'EMBALLAGE;1;0;C4;2,7;2,7;3,24;
530;ACUITIS MONTBELIARD;28 RUE DES FEBVRES  25200 MONTBELIARD FRANCE;FA;22121340;31.12.2022;22121380;ANGEL2;ANIOSGEL 1 L;2;18;C4;26,8;21,976;26,372;
530;ACUITIS MONTBELIARD;28 RUE DES FEBVRES  25200 MONTBELIARD FRANCE;FA;22121340;31.12.2022;22121380;ANIOSLIN;LINGETTES ANIOS 120;2;18;C4;18,2;14,924;17,908;
530;ACUITIS MONTBELIARD;28 RUE DES FEBVRES  25200 MONTBELIARD FRANCE;FA;22121340;31.12.2022;22121380;HEFOLED;OTOSCOPE HEINE 3000 F.O. LED;1;18;C4;172;141,04;169,248;
530;ACUITIS MONTBELIARD;28 RUE DES FEBVRES  25200 MONTBELIARD FRANCE;FA;22121340;31.12.2022;22121380;LAMSCA;LAME SCALPEL N°11;10;18;C4;7,5;6,15;7,38;
530;ACUITIS MONTBELIARD;28 RUE DES FEBVRES  25200 MONTBELIARD FRANCE;FA;22121340;31.12.2022;22121380;PINTUB;PINCE A DILATER INOX;1;18;C4;33;27,06;32,472;
530;ACUITIS MONTBELIARD;28 RUE DES FEBVRES  25200 MONTBELIARD FRANCE;FA;22121340;31.12.2022;22121380;PLAREM;PINCE PLATE  120mm;1;18;C4;34;27,88;33,456;
530;ACUITIS MONTBELIARD;28 RUE DES FEBVRES  25200 MONTBELIARD FRANCE;FA;22121340;31.12.2022;22121380;PROTYM;100 PROTEGES TYMPAN CONIQUE;1;18;C4;24;19,68;23,616;
530;ACUITIS MONTBELIARD;28 RUE DES FEBVRES  25200 MONTBELIARD FRANCE;FA;22121340;31.12.2022;22121380;BRUFI;BRUCELLE FINE;1;18;C4;23;18,86;22,632;
530;ACUITIS MONTBELIARD;28 RUE DES FEBVRES  25200 MONTBELIARD FRANCE;FA;22121340;31.12.2022;22121380;TESTDIG;TESTEUR DIGITAL;10;18;C4;42;34,44;41,33;
530;ACUITIS MONTBELIARD;28 RUE DES FEBVRES  25200 MONTBELIARD FRANCE;FA;22121340;31.12.2022;22121380;SC2022;Surcharge Conjoncturelle +3%;1;0;C4;10,49;10,487;12,584;
544;ACUITIS SELESTAT;4 PLACE D'ARMES  67600 SELESTAT FRANCE;FA;22121341;31.12.2022;22120515;DMS;FILTRE DM NOIR;2;18;C4;82,2;67,404;80,884;
544;ACUITIS SELESTAT;4 PLACE D'ARMES  67600 SELESTAT FRANCE;FA;22121341;31.12.2022;22120515;DMS;FILTRE DM NOIR;2;18;C4;82,2;67,404;80,884;
544;ACUITIS SELESTAT;4 PLACE D'ARMES  67600 SELESTAT FRANCE;FA;22121341;31.12.2022;22120515;KM;CORDON DETECTABLE;1;18;C4;6,3;5,166;6,199;
544;ACUITIS SELESTAT;4 PLACE D'ARMES  67600 SELESTAT FRANCE;FA;22121341;31.12.2022;22120515;KM;CORDON DETECTABLE;1;18;C4;6,3;5,166;6,199;
544;ACUITIS SELESTAT;4 PLACE D'ARMES  67600 SELESTAT FRANCE;FA;22121341;31.12.2022;22120515;NL;LAQUE NANOSCREEN;2;18;C3;4;3,28;3,46;
544;ACUITIS SELESTAT;4 PLACE D'ARMES  67600 SELESTAT FRANCE;FA;22121341;31.12.2022;22120515;NLS.;LAQUE NANOSCREEN SOFT;2;18;C3;4;3,28;3,46;
544;ACUITIS SELESTAT;4 PLACE D'ARMES  67600 SELESTAT FRANCE;FA;22121341;31.12.2022;22120515;PORT1;PORT + EMBALLAGE-ETRANG;1;0;C4;14,4;14,4;17,28;
544;ACUITIS SELESTAT;4 PLACE D'ARMES  67600 SELESTAT FRANCE;FA;22121341;31.12.2022;22120515;VERS;ASSURANCE;1;0;C4;1;1;1,2;
544;ACUITIS SELESTAT;4 PLACE D'ARMES  67600 SELESTAT FRANCE;FA;22121341;31.12.2022;22120515;SC2022;Surcharge Conjoncturelle +3%;1;0;C4;5,21;5,21;6,252;
544;ACUITIS SELESTAT;4 PLACE D'ARMES  67600 SELESTAT FRANCE;FA;22121341;31.12.2022;22120515;SNR2;GRAVURE LOGO;2;18;C3;4;3,28;3,46;
544;ACUITIS SELESTAT;4 PLACE D'ARMES  67600 SELESTAT FRANCE;FA;22121341;31.12.2022;22120515;SNR2;GRAVURE LOGO;2;18;C3;4;3,28;3,46;
544;ACUITIS SELESTAT;4 PLACE D'ARMES  67600 SELESTAT FRANCE;FA;22121341;31.12.2022;22120838;DMS;FILTRE DM NOIR;2;100;C4;82,2;0;0;
544;ACUITIS SELESTAT;4 PLACE D'ARMES  67600 SELESTAT FRANCE;FA;22121341;31.12.2022;22120838;KM;CORDON DETECTABLE;1;100;C4;6,3;0;0;
544;ACUITIS SELESTAT;4 PLACE D'ARMES  67600 SELESTAT FRANCE;FA;22121341;31.12.2022;22120838;NLS.;LAQUE NANOSCREEN SOFT;2;100;C3;4;0;0;
544;ACUITIS SELESTAT;4 PLACE D'ARMES  67600 SELESTAT FRANCE;FA;22121341;31.12.2022;22120838;SNR2;GRAVURE LOGO;1;100;C3;2;0;0;
547;ACUITIS VERSAILLES;12-14 RUE DU MARECHAL FOCH  78000 VERSAILLES FRANCE;FA;22121342;31.12.2022;22120916;PO173;PORT -  CIBLEX (9  KG);1;0;C4;32;32;38,4;
547;ACUITIS VERSAILLES;12-14 RUE DU MARECHAL FOCH  78000 VERSAILLES FRANCE;FA;22121342;31.12.2022;22120916;PO51;FRAIS D'EMBALLAGE;1;0;C4;2,8;2,8;3,36;
547;ACUITIS VERSAILLES;12-14 RUE DU MARECHAL FOCH  78000 VERSAILLES FRANCE;FA;22121342;31.12.2022;22120916;PRECUR;PRESENTOIR 20 CURE-OREILLES;1;18;C4;46;37,72;45,264;
547;ACUITIS VERSAILLES;12-14 RUE DU MARECHAL FOCH  78000 VERSAILLES FRANCE;FA;22121342;31.12.2022;22120916;AID/GRIP;30 x AID-GRIP;1;18;C4;13,6;11,152;13,382;
547;ACUITIS VERSAILLES;12-14 RUE DU MARECHAL FOCH  78000 VERSAILLES FRANCE;FA;22121342;31.12.2022;22120916;AULYS;AUDISPRAY ULTRA;12;18;C4;75;61,5;73,8;
547;ACUITIS VERSAILLES;12-14 RUE DU MARECHAL FOCH  78000 VERSAILLES FRANCE;FA;22121342;31.12.2022;22120916;PLUG2;PLUG MUSIC - MUSIQUE;5;18;C4;35,25;28,905;34,685;
547;ACUITIS VERSAILLES;12-14 RUE DU MARECHAL FOCH  78000 VERSAILLES FRANCE;FA;22121342;31.12.2022;22120916;PROCYL;50 PROTEGES TYMPAN CYL. S;1;18;C4;9,05;7,421;8,905;
547;ACUITIS VERSAILLES;12-14 RUE DU MARECHAL FOCH  78000 VERSAILLES FRANCE;FA;22121342;31.12.2022;22120916;2956;OTOFORM A/SOFT X - S50 x8;4;0;C4;232;232;278,4;
547;ACUITIS VERSAILLES;12-14 RUE DU MARECHAL FOCH  78000 VERSAILLES FRANCE;FA;22121342;31.12.2022;22120916;2956;OTOFORM A/SOFT X - S50 x8;1;100;C4;58;0;0;
547;ACUITIS VERSAILLES;12-14 RUE DU MARECHAL FOCH  78000 VERSAILLES FRANCE;FA;22121342;31.12.2022;22120916;565;MOUSSE ROSE X 100 STANDARD;1;18;C4;18;14,76;17,712;
547;ACUITIS VERSAILLES;12-14 RUE DU MARECHAL FOCH  78000 VERSAILLES FRANCE;FA;22121342;31.12.2022;22120916;PLUG4;PLUG SLEEP - SOMMEIL;5;18;C4;35,25;28,905;34,685;
547;ACUITIS VERSAILLES;12-14 RUE DU MARECHAL FOCH  78000 VERSAILLES FRANCE;FA;22121342;31.12.2022;22120916;SC2022;Surcharge Conjoncturelle +3%;1;0;C4;15,66;15,663;18,796;
547;ACUITIS VERSAILLES;12-14 RUE DU MARECHAL FOCH  78000 VERSAILLES FRANCE;FA;22121342;31.12.2022;22120916;AUDIS;AUDISPRAY ADULT;12;18;C4;79,2;64,944;77,928;
552;ACUITIS SAINT MAXIMIN;ZA LA LAOUVE  83470 SAINT-MAXIMIN-LA-SAINTE-BEAUME FRANCE;FA;22121343;31.12.2022;22120320;GAZ650.;GAZ'NET 650ml;12;18;C4;79,8;65,436;78,528;
552;ACUITIS SAINT MAXIMIN;ZA LA LAOUVE  83470 SAINT-MAXIMIN-LA-SAINTE-BEAUME FRANCE;FA;22121343;31.12.2022;22120320;MAXIBROS;MAXI BROSS'NET 210ml;12;18;C4;77,4;63,468;76,164;
552;ACUITIS SAINT MAXIMIN;ZA LA LAOUVE  83470 SAINT-MAXIMIN-LA-SAINTE-BEAUME FRANCE;FA;22121343;31.12.2022;22120320;PO12;PORT T.N.T. ( 8 KG);1;0;C4;29,8;29,8;35,76;
